Company	Ticker	Year	Quarter	Rater	Type (Human/LLM)	Sentiment Score (-1 to +1)	Decision (BUY/HOLD/SELL)	Time (seconds)	Document Date	Closing Date	Prior Close ($)	Opening Date	Next Day Open ($)	Token Cost ($)	Actual % Change	Actual Direction	Prediction Correct?	Position	Net PL	Notes / Risks Flagged
Marriott	MAR	2025	Q3	Ben/DeepSeek	LLM	0.2450	HOLD		2025-11-04	2025-11-04	270.54	2025-11-05	272.04	0.009782	0.55%	FLAT	YES	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Marriott	MAR	2025	Q4	Ben/DeepSeek	LLM	0.3050	BUY		2026-02-10	2026-02-10	357.95	2026-02-11	357.23	0.012218	-0.20%	FLAT	NO	1	-0.3011%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Allianz	ALV.DE	2025	Q1	Ben/DeepSeek	LLM	-0.0250	HOLD		2025-05-15	2025-05-15	332.88	2025-05-16	333.17	0.010085	0.09%	FLAT	YES	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Alphabet	GOOGL	2026	Q1	Ben/DeepSeek	LLM	0.1675	HOLD		2026-04-29	2026-04-29	349.73	2026-04-30	373.85	0.008489	6.90%	UP	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Alphabet	GOOGL	2025	Q3	Ben/DeepSeek	LLM	0.3275	BUY		2025-10-29	2025-10-29	274.03	2025-10-30	291.02	0.008614	6.20%	UP	YES	1	6.1001%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Alphabet	GOOGL	2025	Q4	Ben/DeepSeek	LLM	0.3050	BUY		2026-02-04	2026-02-04	332.61	2026-02-05	311.81	0.008459	-6.25%	DOWN	NO	1	-6.3536%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Booking	BKNG	2025	Q2	Ben/DeepSeek	LLM	0.2100	HOLD		2025-07-29	2025-07-29	221.76	2025-07-30	217.76	0.006053	-1.80%	FLAT	YES	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Booking	BKNG	2025	Q3	Ben/DeepSeek	LLM	0.4375	BUY		2025-10-28	2025-10-28	203.45	2025-10-29	206.61	0.009389	1.55%	FLAT	NO	1	1.4532%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Booking	BKNG	2025	Q4	Ben/DeepSeek	LLM	0.1200	HOLD		2026-02-18	2026-02-18	169.98	2026-02-19	162.77	0.009997	-4.24%	DOWN	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Broadcom	AVGO	2026	Q1	Ben/DeepSeek	LLM	0.4225	BUY		2026-03-04	2026-03-04	316.36	2026-03-05	328.97	0.009482	3.99%	UP	YES	1	3.8860%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Broadcom	AVGO	2025	Q3	Ben/DeepSeek	LLM	0.3025	BUY		2025-09-04	2025-09-04	303.87	2025-09-05	353.19	0.010265	16.23%	UP	YES	1	16.1306%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Broadcom	AVGO	2025	Q4	Ben/DeepSeek	LLM	0.3475	BUY		2025-12-11	2025-12-11	404.11	2025-12-12	377.84	0.010147	-6.50%	DOWN	NO	1	-6.6007%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Caterpillar	CAT	2025	Q2	Ben/DeepSeek	LLM	0.1825	HOLD		2025-08-04	2025-08-04	429.83	2025-08-05	423.83	0.011489	-1.40%	FLAT	YES	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Caterpillar	CAT	2025	Q3	Ben/DeepSeek	LLM	0.3000	BUY		2025-10-28	2025-10-28	521.28	2025-10-29	554.79	0.011062	6.43%	UP	YES	1	6.3284%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Caterpillar	CAT	2025	Q4	Ben/DeepSeek	LLM	0.2775	BUY		2026-01-28	2026-01-28	640.87	2026-01-29	652.71	0.009695	1.85%	FLAT	NO	1	1.7475%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Chipotle	CMG	2025	Q1	Ben/DeepSeek	LLM	-0.3275	SELL		2025-04-23	2025-04-23	48.76	2025-04-24	49.20	0.008163	0.90%	FLAT	NO	-1	-1.0024%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Chipotle	CMG	2025	Q2	Ben/DeepSeek	LLM	-0.1475	SELL		2025-07-23	2025-07-23	52.78	2025-07-24	46.20	0.008981	-12.47%	DOWN	YES	-1	12.3668%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Chipotle	CMG	2025	Q3	Ben/DeepSeek	LLM	-0.1400	SELL		2025-10-29	2025-10-29	39.76	2025-10-30	31.27	0.006659	-21.35%	DOWN	YES	-1	21.2531%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Chipotle	CMG	2025	Q4	Ben/DeepSeek	LLM	0.0025	HOLD		2026-02-03	2026-02-03	39.17	2026-02-04	37.72	0.009308	-3.70%	DOWN	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Comcast Corporation	CMCSA	2025	Q1	Ben/DeepSeek	LLM	-0.2450	SELL		2025-04-23	2025-04-23	30.53	2025-04-24	28.33	0.010085	-7.21%	DOWN	YES	-1	7.1060%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Comcast Corporation	CMCSA	2026	Q1	Ben/DeepSeek	LLM	0.0025	HOLD		2026-04-22	2026-04-22	28.98	2026-04-23	30.09	0.010047	3.83%	UP	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Comcast Corporation	CMCSA	2025	Q2	Ben/DeepSeek	LLM	0.1000	HOLD		2025-07-30	2025-07-30	29.05	2025-07-31	30.38	0.010375	4.58%	UP	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Comcast Corporation	CMCSA	2025	Q4	Ben/DeepSeek	LLM	-0.0525	SELL		2026-01-28	2026-01-28	27.71	2026-01-29	26.95	0.010751	-2.74%	DOWN	YES	-1	2.6427%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Dell	DELL	2025	Q1	Ben/DeepSeek	LLM	-0.0600	SELL		2025-05-29	2025-05-29	111.74	2025-05-30	110.61	0.008055	-1.01%	FLAT	NO	-1	0.9113%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Dell	DELL	2025	Q3	Ben/DeepSeek	LLM	0.3475	BUY		2025-11-25	2025-11-25	124.78	2025-11-26	132.37	0.008812	6.08%	UP	YES	1	5.9827%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Dell	DELL	2025	Q4	Ben/DeepSeek	LLM	0.2575	BUY		2026-02-26	2026-02-26	120.88	2026-02-27	136.72	0.009397	13.10%	UP	YES	1	13.0039%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Delta Air Lines	DAL	2025	Q1	Ben/DeepSeek	LLM	-0.4100	SELL		2025-04-09	2025-04-09	43.51	2025-04-10	41.49	0.012117	-4.64%	DOWN	YES	-1	4.5426%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Delta Air Lines	DAL	2025	Q2	Ben/DeepSeek	LLM	0.1825	HOLD		2025-07-10	2025-07-10	55.97	2025-07-11	55.43	0.013468	-0.96%	FLAT	YES	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Delta Air Lines	DAL	2025	Q3	Ben/DeepSeek	LLM	0.3275	BUY		2025-10-09	2025-10-09	58.93	2025-10-10	59.28	0.013360	0.59%	FLAT	NO	1	0.4939%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Delta Air Lines	DAL	2025	Q4	Ben/DeepSeek	LLM	0.4150	BUY		2026-01-13	2026-01-13	68.79	2026-01-14	68.85	0.015639	0.09%	FLAT	NO	1	-0.0128%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Expedia	EXPE	2025	Q1	Ben/DeepSeek	LLM	-0.4100	SELL		2025-05-08	2025-05-08	167.27	2025-05-09	151.04	0.010105	-9.70%	DOWN	YES	-1	9.6029%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Expedia	EXPE	2026	Q1	Ben/DeepSeek	LLM	0.0025	HOLD		2026-05-07	2026-05-07	252.25	2026-05-08	232.02	0.010421	-8.02%	DOWN	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Expedia	EXPE	2025	Q2	Ben/DeepSeek	LLM	0.2925	BUY		2025-08-07	2025-08-07	186.14	2025-08-08	209.95	0.010357	12.79%	UP	YES	1	12.6914%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Expedia	EXPE	2025	Q4	Ben/DeepSeek	LLM	0.2775	BUY		2026-02-12	2026-02-12	226.27	2026-02-13	211.09	0.011038	-6.71%	DOWN	NO	1	-6.8088%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
General Mills	GIS	2026	Q2	Ben/DeepSeek	LLM	0.1000	HOLD		2025-12-17	2025-12-17	46.34	2025-12-18	46.21	0.010246	-0.28%	FLAT	YES	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
General Mills	GIS	2026	Q3	Ben/DeepSeek	LLM	-0.2100	SELL		2026-03-18	2026-03-18	36.34	2026-03-19	36.29	0.009954	-0.14%	FLAT	NO	-1	0.0376%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
General Mills	GIS	2026	Q4	Ben/DeepSeek	LLM	-0.3000	SELL		2026-07-01	2026-07-01	37.13	2026-07-02	37.35	0.009718	0.59%	FLAT	NO	-1	-0.6925%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Johnson  Johnson	JNJ	2025	Q1	Ben/DeepSeek	LLM	0.0025	HOLD		2025-04-14	2025-04-14	149.32	2025-04-15	150.61	0.011317	0.86%	FLAT	YES	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Johnson  Johnson	JNJ	2025	Q2	Ben/DeepSeek	LLM	0.3475	BUY		2025-07-15	2025-07-15	151.39	2025-07-16	156.39	0.011801	3.30%	UP	YES	1	3.2027%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Johnson  Johnson	JNJ	2025	Q3	Ben/DeepSeek	LLM	0.4375	BUY		2025-10-13	2025-10-13	187.61	2025-10-14	189.60	0.011862	1.06%	FLAT	NO	1	0.9607%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Kraft Heinz	KHC	2025	Q1	Ben/DeepSeek	LLM	-0.0800	SELL		2026-02-11	2026-02-11	24.14	2026-02-12	23.64	0.007848	-2.07%	DOWN	YES	-1	1.9713%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Kraft Heinz	KHC	2026	Q1	Ben/DeepSeek	LLM	-0.2450	SELL		2026-05-06	2026-05-06	22.66	2026-05-07	22.60	0.005625	-0.26%	FLAT	NO	-1	0.1648%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Kraft Heinz	KHC	2024	Q4	Ben/DeepSeek	LLM	-0.3000	SELL		2025-02-12	2025-02-12	26.09	2025-02-13	25.81	0.007239	-1.07%	FLAT	NO	-1	0.9732%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Lenovo	LNVGY	2026	Q1	Ben/DeepSeek	LLM	0.1825	HOLD		2025-08-14	2025-08-14	27.05	2025-08-15	28.38	0.004699	4.92%	UP	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Lenovo	LNVGY	2026	Q2	Ben/DeepSeek	LLM	0.2500	HOLD		2026-01-30	2026-01-30	22.32	2026-02-02	22.12	0.004326	-0.90%	FLAT	YES	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268) | report_date ambiguous (multiple candidate trading days), unreviewed - see phase2/report_dates.json
Lenovo	LNVGY	2026	Q3	Ben/DeepSeek	LLM	0.2775	BUY		2026-02-12	2026-02-12	22.67	2026-02-13	23.25	0.005085	2.56%	UP	YES	1	2.4584%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Lenovo	LNVGY	2026	Q4	Ben/DeepSeek	LLM	0.0300	HOLD		2026-05-22	2026-05-22	39.66	2026-05-26	46.41	0.005505	17.02%	UP	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Linde	LIN	2026	Q1	Ben/DeepSeek	LLM	-0.0800	SELL		2026-05-01	2026-05-01	506.32	2026-05-04	501.99	0.004843	-0.86%	FLAT	NO	-1	0.7552%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Linde	LIN	2025	Q2	Ben/DeepSeek	LLM	-0.2300	SELL		2025-08-01	2025-08-01	453.31	2025-08-04	453.75	0.008157	0.10%	FLAT	NO	-1	-0.1971%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Linde	LIN	2025	Q3	Ben/DeepSeek	LLM	0.0800	HOLD		2025-10-31	2025-10-31	414.06	2025-11-03	417.97	0.008150	0.94%	FLAT	YES	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Metlife	MET	2026	Q1	Ben/DeepSeek	LLM	0.0025	HOLD		2026-05-06	2026-05-06	79.06	2026-05-07	79.46	0.012708	0.51%	FLAT	YES	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Metlife	MET	2024	Q2	Ben/DeepSeek	LLM	0.1500	HOLD		2024-07-31	2024-07-31	72.05	2024-08-01	73.70	0.010685	2.29%	UP	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Metlife	MET	2025	Q2	Ben/DeepSeek	LLM	-0.0650	SELL		2025-08-06	2025-08-06	73.84	2025-08-07	70.10	0.014171	-5.07%	DOWN	YES	-1	4.9650%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Metlife	MET	2024	Q3	Ben/DeepSeek	LLM	-0.1000	SELL		2024-10-30	2024-10-30	78.61	2024-10-31	72.36	0.010601	-7.95%	DOWN	YES	-1	7.8506%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Metlife	MET	2025	Q3	Ben/DeepSeek	LLM	0.2725	BUY		2025-11-05	2025-11-05	77.05	2025-11-06	77.85	0.010544	1.04%	FLAT	NO	1	0.9383%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Metlife	MET	2025	Q4	Ben/DeepSeek	LLM	0.2775	BUY		2026-02-04	2026-02-04	76.94	2026-02-05	78.41	0.013737	1.91%	FLAT	NO	1	1.8106%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Micron	MU	2026	Q1	Ben/DeepSeek	LLM	0.5125	BUY		2025-12-17	2025-12-17	225.30	2025-12-18	256.28	0.008451	13.75%	UP	YES	1	13.6506%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Micron	MU	2026	Q2	Ben/DeepSeek	LLM	0.4225	BUY		2026-03-18	2026-03-18	461.47	2026-03-19	424.73	0.008695	-7.96%	DOWN	NO	1	-8.0615%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Micron	MU	2025	Q4	Ben/DeepSeek	LLM	0.3025	BUY		2025-09-23	2025-09-23	166.14	2025-09-24	164.82	0.009238	-0.79%	FLAT	NO	1	-0.8945%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Oracle	ORCL	2026	Q1	Ben/DeepSeek	LLM	0.4675	BUY		2025-09-09	2025-09-09	238.79	2025-09-10	315.59	0.007840	32.16%	UP	YES	1	32.0622%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Oracle	ORCL	2026	Q2	Ben/DeepSeek	LLM	0.3475	BUY		2025-12-10	2025-12-10	220.88	2025-12-11	188.80	0.008305	-14.52%	DOWN	NO	1	-14.6237%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Oracle	ORCL	2026	Q3	Ben/DeepSeek	LLM	0.2575	BUY		2026-03-10	2026-03-10	148.36	2026-03-11	165.23	0.008590	11.37%	UP	YES	1	11.2710%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Palantir	PLTR	2025	Q1	Ben/DeepSeek	LLM	0.1675	HOLD		2025-05-05	2025-05-05	123.77	2025-05-06	112.71	0.006664	-8.94%	DOWN	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Palantir	PLTR	2025	Q2	Ben/DeepSeek	LLM	0.5125	BUY		2025-08-04	2025-08-04	160.66	2025-08-05	171.81	0.007465	6.94%	UP	YES	1	6.8401%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Palantir	PLTR	2025	Q3	Ben/DeepSeek	LLM	0.6025	BUY		2025-11-03	2025-11-03	207.18	2025-11-04	192.07	0.006968	-7.29%	DOWN	NO	1	-7.3932%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Palantir	PLTR	2025	Q4	Ben/DeepSeek	LLM	0.4150	BUY		2026-02-02	2026-02-02	147.76	2026-02-03	165.05	0.007557	11.70%	UP	YES	1	11.6014%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
PayPal	PYPL	2025	Q1	Ben/DeepSeek	LLM	-0.0525	SELL		2025-04-29	2025-04-29	65.75	2025-04-30	64.60	0.012516	-1.75%	FLAT	NO	-1	1.6490%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
PayPal	PYPL	2026	Q1	Ben/DeepSeek	LLM	-0.1900	SELL		2026-05-05	2026-05-05	46.34	2026-05-06	46.53	0.011983	0.41%	FLAT	NO	-1	-0.5100%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
PayPal	PYPL	2025	Q2	Ben/DeepSeek	LLM	0.2925	BUY		2025-07-29	2025-07-29	70.84	2025-07-30	71.57	0.013427	1.03%	FLAT	NO	1	0.9305%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
PayPal	PYPL	2025	Q3	Ben/DeepSeek	LLM	0.4375	BUY		2025-10-28	2025-10-28	72.39	2025-10-29	72.08	0.013747	-0.43%	FLAT	NO	1	-0.5282%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Pinterest	PINS	2026	Q1	Ben/DeepSeek	LLM	-0.0525	SELL		2026-05-04	2026-05-04	20.85	2026-05-05	24.71	0.009878	18.51%	UP	NO	-1	-18.6132%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Pinterest	PINS	2024	Q4	Ben/DeepSeek	LLM	0.2500	HOLD		2025-02-06	2025-02-06	33.59	2025-02-07	40.89	0.009931	21.73%	UP	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Pinterest	PINS	2025	Q4	Ben/DeepSeek	LLM	-0.1625	SELL		2026-02-12	2026-02-12	18.54	2026-02-13	14.33	0.011474	-22.71%	DOWN	YES	-1	22.6077%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Puma	PUM.DE	2025	Q1	Ben/DeepSeek	LLM	-0.3000	SELL		2025-05-07	2025-05-07	22.76	2025-05-08	23.78	0.004983	4.48%	UP	NO	-1	-4.5815%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Puma	PUM.DE	2026	Q1	Ben/DeepSeek	LLM	-0.1900	SELL		2026-04-30	2026-04-30	25.98	2026-05-04	26.05	0.009698	0.27%	FLAT	NO	-1	-0.3694%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268) | report_date ambiguous (multiple candidate trading days), unreviewed - see phase2/report_dates.json
Puma	PUM.DE	2025	Q3	Ben/DeepSeek	LLM	-0.3325	SELL		2025-10-30	2025-10-30	18.78	2025-10-31	18.85	0.007597	0.37%	FLAT	NO	-1	-0.4727%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Puma	PUM.DE	2025	Q4	Ben/DeepSeek	LLM	-0.3200	SELL		2026-02-26	2026-02-26	24.83	2026-02-27	24.68	0.009605	-0.60%	FLAT	NO	-1	0.5041%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Robinhood Markets	HOOD	2025	Q1	Ben/DeepSeek	LLM	0.0575	HOLD		2025-04-30	2025-04-30	49.11	2025-05-01	51.12	0.013967	4.09%	UP	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Robinhood Markets	HOOD	2026	Q1	Ben/DeepSeek	LLM	0.0025	HOLD		2026-04-28	2026-04-28	82.07	2026-04-29	72.30	0.006900	-11.90%	DOWN	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
Robinhood Markets	HOOD	2025	Q2	Ben/DeepSeek	LLM	0.2100	HOLD		2025-07-30	2025-07-30	106.10	2025-07-31	103.86	0.014585	-2.11%	DOWN	NO	0	0.0000%	w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)
