rater,report_date,ticker,decision,gap,net,equity
baseline: always-flat,2026-02-02,PFE,HOLD,-0.0008,-0.0,1.0
baseline: always-flat,2026-02-02,PLTR,HOLD,0.117,0.0,1.0
baseline: always-flat,2026-02-03,AMD,HOLD,-0.112,-0.0,1.0
baseline: always-flat,2026-02-03,LLY,HOLD,-0.0032,-0.0,1.0
baseline: always-flat,2026-02-03,UBER,HOLD,-0.0045,-0.0,1.0
baseline: always-flat,2026-02-03,PEP,HOLD,0.0091,0.0,1.0
baseline: always-flat,2026-02-03,NVO,HOLD,-0.0098,-0.0,1.0
baseline: always-flat,2026-02-03,CMG,HOLD,-0.037,-0.0,1.0
baseline: always-flat,2026-02-04,GOOGL,HOLD,-0.0625,-0.0,1.0
baseline: always-flat,2026-02-04,MET,HOLD,0.0191,0.0,1.0
baseline: always-flat,2026-02-05,AMZN,HOLD,-0.0898,-0.0,1.0
baseline: always-flat,2026-02-10,CVS,HOLD,-0.0264,-0.0,1.0
baseline: always-flat,2026-02-10,KO,HOLD,-0.0172,-0.0,1.0
baseline: always-flat,2026-02-10,F,HOLD,0.003,0.0,1.0
baseline: always-flat,2026-02-10,MAR,HOLD,0.0565,0.0,1.0
baseline: always-flat,2026-02-10,SPOT,HOLD,0.1156,0.0,1.0
baseline: always-flat,2026-02-11,MCD,HOLD,-0.0074,-0.0,1.0
baseline: always-flat,2026-02-11,HLT,HOLD,-0.006,-0.0,1.0
baseline: always-flat,2026-02-11,KHC,HOLD,-0.0441,-0.0,1.0
baseline: always-flat,2026-02-12,ABNB,HOLD,0.0905,0.0,1.0
baseline: always-flat,2026-02-12,COIN,HOLD,0.0894,0.0,1.0
baseline: always-flat,2026-02-12,EXPE,HOLD,-0.0671,-0.0,1.0
baseline: always-flat,2026-02-12,PINS,HOLD,-0.2271,-0.0,1.0
baseline: always-flat,2026-02-12,SIE.DE,HOLD,0.0599,0.0,1.0
baseline: always-flat,2026-02-18,WMT,HOLD,-0.0056,-0.0,1.0
baseline: always-flat,2026-02-18,BKNG,HOLD,-0.0424,-0.0,1.0
baseline: always-flat,2026-02-23,STAN.L,HOLD,0.0053,0.0,1.0
baseline: always-flat,2026-02-24,WDAY,HOLD,-0.0819,-0.0,1.0
baseline: always-flat,2026-02-25,LOW,HOLD,-0.0443,-0.0,1.0
baseline: always-flat,2026-02-25,CRM,HOLD,0.0261,0.0,1.0
baseline: always-flat,2026-02-26,DELL,HOLD,0.131,0.0,1.0
baseline: always-flat,2026-02-26,PUM.DE,HOLD,0.0,0.0,1.0
baseline: always-flat,2026-03-04,AVGO,HOLD,0.0399,0.0,1.0
baseline: always-flat,2026-03-10,ORCL,HOLD,0.1137,0.0,1.0
baseline: always-flat,2026-03-17,LULU,HOLD,-0.0077,-0.0,1.0
baseline: always-flat,2026-03-18,GIS,HOLD,-0.0024,-0.0,1.0
baseline: always-flat,2026-03-18,MU,HOLD,-0.0796,-0.0,1.0
baseline: always-flat,2026-03-19,FDX,HOLD,0.0694,0.0,1.0
baseline: always-flat,2026-04-10,GS,HOLD,-0.0004,-0.0,1.0
baseline: always-flat,2026-04-14,JPM,HOLD,-0.0123,-0.0,1.0
baseline: always-flat,2026-04-15,SCHW,HOLD,-0.045,-0.0,1.0
baseline: always-flat,2026-04-16,NFLX,HOLD,-0.1059,-0.0,1.0
baseline: always-flat,2026-04-16,PEP,HOLD,0.0044,0.0,1.0
baseline: always-flat,2026-04-22,IBM,HOLD,-0.0778,-0.0,1.0
baseline: always-flat,2026-04-22,TSLA,HOLD,-0.0316,-0.0,1.0
baseline: always-flat,2026-04-22,CMCSA,HOLD,0.0031,0.0,1.0
baseline: always-flat,2026-04-28,KO,HOLD,0.054,0.0,1.0
baseline: always-flat,2026-04-28,BCS,HOLD,-0.007,-0.0,1.0
baseline: always-flat,2026-04-28,HLT,HOLD,-0.0272,-0.0,1.0
baseline: always-flat,2026-04-28,HOOD,HOLD,-0.119,-0.0,1.0
baseline: always-flat,2026-04-28,SPOT,HOLD,-0.1025,-0.0,1.0
baseline: always-flat,2026-04-28,V,HOLD,0.0876,0.0,1.0
baseline: always-flat,2026-04-29,AMZN,HOLD,0.0385,0.0,1.0
baseline: always-flat,2026-04-29,LLY,HOLD,-0.0091,-0.0,1.0
baseline: always-flat,2026-04-29,META,HOLD,-0.0744,-0.0,1.0
baseline: always-flat,2026-04-29,F,HOLD,-0.0569,-0.0,1.0
baseline: always-flat,2026-04-29,GOOGL,HOLD,0.069,0.0,1.0
baseline: always-flat,2026-04-30,PUM.DE,HOLD,0.0105,0.0,1.0
baseline: always-flat,2026-05-01,LIN,HOLD,0.0044,0.0,1.0
baseline: always-flat,2026-05-04,PFE,HOLD,-0.0035,-0.0,1.0
baseline: always-flat,2026-05-04,PINS,HOLD,0.1851,0.0,1.0
baseline: always-flat,2026-05-05,AMD,HOLD,0.1526,0.0,1.0
baseline: always-flat,2026-05-05,UBER,HOLD,0.0043,0.0,1.0
baseline: always-flat,2026-05-05,PYPL,HOLD,-0.0996,-0.0,1.0
baseline: always-flat,2026-05-06,CVS,HOLD,0.0597,0.0,1.0
baseline: always-flat,2026-05-06,MAR,HOLD,0.0264,0.0,1.0
baseline: always-flat,2026-05-06,KHC,HOLD,0.028,0.0,1.0
baseline: always-flat,2026-05-06,MET,HOLD,0.0051,0.0,1.0
baseline: always-flat,2026-05-07,ABNB,HOLD,-0.0167,-0.0,1.0
baseline: always-flat,2026-05-07,COIN,HOLD,-0.0358,-0.0,1.0
baseline: always-flat,2026-05-07,MCD,HOLD,0.0131,0.0,1.0
baseline: always-flat,2026-05-07,EXPE,HOLD,-0.0802,-0.0,1.0
baseline: always-flat,2026-05-13,SIE.DE,HOLD,0.0096,0.0,1.0
baseline: always-flat,2026-05-20,LOW,HOLD,-0.0201,-0.0,1.0
baseline: always-flat,2026-05-20,WMT,HOLD,-0.0096,-0.0,1.0
baseline: always-flat,2026-05-20,TGT,HOLD,-0.0553,-0.0,1.0
baseline: always-flat,2026-05-21,LOW,HOLD,-0.0149,-0.0,1.0
baseline: always-flat,2026-06-04,LULU,HOLD,-0.116,-0.0,1.0
baseline: always-flat,2026-06-23,FDX,HOLD,-0.0078,-0.0,1.0
baseline: always-flat,2026-07-01,GIS,HOLD,0.0839,0.0,1.0
baseline: always-flat,2026-07-09,PEP,HOLD,-0.038,-0.0,1.0
baseline: always-flat,2026-07-13,GS,HOLD,0.0011,0.0,1.0
