# Section ablation results
# Run ID: 20260812T131110Z
# Run date: 2026-08-12T16:21:46.494422+00:00
# Model alias: deepseek-chat
# Resolved model version: deepseek-v4-flash
# Deployed runs used: deepseek-v4-flash (verified from run_meta)
# Grading: pre-registered ±2% raw overnight band
# Overnight band: 0.02, 5d band: 0.033786
# hold_upper: 0.25, hold_lower: -0.05
#
document_id,arm,sentiment_score,signal,input_tokens,output_tokens,total_tokens,estimated_cost_usd,latency_seconds,ret_overnight,ret_5d,correct_overnight,correct_5d,net_overnight,run_id
KHC_FQ1_2025,prepared_remarks,0.15,HOLD,3992,1569,5561,0.002753,9.9,-0.020808,-0.040016,no_trade,no_trade,,20260812T131110Z
KHC_FQ1_2025,qa_only,0.15,HOLD,3911,969,4880,0.002045,6.93,-0.020808,-0.040016,no_trade,no_trade,,20260812T131110Z
KHC_FQ1_2026,full_bundle,-0.1,SELL,11830,2213,14043,0.005577,13.88,-0.002601,0.004768,flat,flat,0.001601,20260812T131110Z
KHC_FQ1_2026,press_release,-0.05,HOLD,10623,1431,12054,0.004058,9.17,-0.002601,0.004768,no_trade,no_trade,,20260812T131110Z
KHC_FQ1_2026,prepared_remarks,0.15,HOLD,4205,1943,6148,0.003221,12.67,-0.002601,0.004768,no_trade,no_trade,,20260812T131110Z
KHC_FQ1_2026,qa_only,0.15,HOLD,3507,1361,4868,0.002367,8.78,-0.002601,0.004768,no_trade,no_trade,,20260812T131110Z
KHC_FQ4_2024,full_bundle,-0.3,SELL,15061,2267,17328,0.006509,13.26,-0.010657,0.053808,flat,wrong,0.009656999999999999,20260812T131110Z
KHC_FQ4_2024,press_release,-0.3,SELL,13500,2548,16048,0.005475,14.41,-0.010657,0.053808,flat,wrong,0.009656999999999999,20260812T131110Z
KHC_FQ4_2024,prepared_remarks,-0.05,HOLD,3843,960,4803,0.002042,6.75,-0.010657,0.053808,no_trade,no_trade,,20260812T131110Z
KHC_FQ4_2024,qa_only,0.15,HOLD,4223,1287,5510,0.002479,8.98,-0.010657,0.053808,no_trade,no_trade,,20260812T131110Z
LIN_FQ1_2026,full_bundle,0.15,HOLD,25574,2905,28479,0.010049,19.26,-0.008545,-0.02906,no_trade,no_trade,,20260812T131110Z
LIN_FQ1_2026,press_release,0.15,HOLD,10377,1801,12178,0.00445,11.67,-0.008545,-0.02906,no_trade,no_trade,,20260812T131110Z
LIN_FQ1_2026,prepared_remarks,0.15,HOLD,6014,1788,7802,0.003539,11.75,-0.008545,-0.02906,no_trade,no_trade,,20260812T131110Z
LIN_FQ1_2026,qa_only,0.15,HOLD,12453,2205,14658,0.005711,15.8,-0.008545,-0.02906,no_trade,no_trade,,20260812T131110Z
LIN_FQ2_2025,full_bundle,-0.05,HOLD,19284,2529,21813,0.007937,16.82,0.000979,0.028319,no_trade,no_trade,,20260812T131110Z
LIN_FQ2_2025,press_release,0.1,HOLD,5330,2344,7674,0.003966,13.49,0.000979,0.028319,no_trade,no_trade,,20260812T131110Z
LIN_FQ2_2025,prepared_remarks,-0.1,SELL,5594,1945,7539,0.003599,12.47,0.000979,0.028319,flat,flat,-0.001979,20260812T131110Z
LIN_FQ2_2025,qa_only,-0.1,SELL,11598,2266,13864,0.005547,14.66,0.000979,0.028319,flat,flat,-0.001979,20260812T131110Z
LIN_FQ3_2025,full_bundle,-0.05,HOLD,20268,2177,22445,0.007816,13.9,0.009443,0.005283,no_trade,no_trade,,20260812T131110Z
LIN_FQ3_2025,press_release,0.15,HOLD,5252,1546,6798,0.003067,10.33,0.009443,0.005283,no_trade,no_trade,,20260812T131110Z
LIN_FQ3_2025,prepared_remarks,-0.1,SELL,5706,1882,7588,0.00356,12.49,0.009443,0.005283,flat,flat,-0.010443000000000001,20260812T131110Z
LIN_FQ3_2025,qa_only,0.15,HOLD,12536,3267,15803,0.006902,21.33,0.009443,0.005283,no_trade,no_trade,,20260812T131110Z
MET_FQ2_2025,full_bundle,-0.15,SELL,42588,3060,45648,0.006366,44.35,-0.050691,0.018565,correct,flat,0.049691,20260812T131110Z
MET_FQ2_2025,press_release,-0.15,SELL,15084,2396,17480,0.005428,14.21,-0.050691,0.018565,correct,flat,0.049691,20260812T131110Z
MET_FQ2_2025,prepared_remarks,0.15,HOLD,7373,3251,10624,0.005516,22.59,-0.050691,0.018565,no_trade,no_trade,,20260812T131110Z
MET_FQ2_2025,qa_only,0.1,HOLD,12686,2609,15295,0.006218,16.93,-0.050691,0.018565,no_trade,no_trade,,20260812T131110Z
MU_FQ1_2026,full_bundle,0.85,BUY,22815,2127,24942,0.008449,14.38,0.137504,0.271195,correct,correct,0.136504,20260812T131110Z
MU_FQ1_2026,press_release,0.85,BUY,7181,1364,8545,0.003388,9.18,0.137504,0.271195,correct,correct,0.136504,20260812T131110Z
MU_FQ1_2026,prepared_remarks,0.85,BUY,7976,2773,10749,0.005153,13.32,0.137504,0.271195,correct,correct,0.136504,20260812T131110Z
MU_FQ1_2026,qa_only,0.55,BUY,9367,1841,11208,0.004477,12.26,0.137504,0.271195,correct,correct,0.136504,20260812T131110Z
MU_FQ2_2026,full_bundle,0.85,BUY,24545,1697,26242,0.008443,14.35,-0.079614,-0.172482,wrong,wrong,-0.080614,20260812T131110Z
MU_FQ2_2026,press_release,0.85,BUY,7394,1532,8926,0.00363,9.13,-0.079614,-0.172482,wrong,wrong,-0.080614,20260812T131110Z
MU_FQ2_2026,prepared_remarks,0.85,BUY,8215,2189,10404,0.004575,13.95,-0.079614,-0.172482,wrong,wrong,-0.080614,20260812T131110Z
MU_FQ2_2026,qa_only,0.55,BUY,8204,1401,9605,0.003679,9.86,-0.079614,-0.172482,wrong,wrong,-0.080614,20260812T131110Z
MU_FQ4_2025,full_bundle,0.55,BUY,25915,2505,28420,0.009701,15.74,-0.007992,0.005468,flat,flat,-0.008992,20260812T131110Z
MU_FQ4_2025,press_release,0.55,BUY,8002,2059,10061,0.004374,12.33,-0.007992,0.005468,flat,flat,-0.008992,20260812T131110Z
MU_FQ4_2025,prepared_remarks,0.55,BUY,8046,2312,10358,0.004664,14.1,-0.007992,0.005468,flat,flat,-0.008992,20260812T131110Z
MU_FQ4_2025,qa_only,0.55,BUY,8120,1640,9760,0.00392,11.45,-0.007992,0.005468,flat,flat,-0.008992,20260812T131110Z
ORCL_FQ1_2026,full_bundle,0.85,BUY,18797,2150,20947,0.007389,14.99,0.321643,0.26972,correct,correct,0.320643,20260812T131110Z
ORCL_FQ1_2026,press_release,0.55,BUY,10111,1953,12064,0.004597,13.31,0.321643,0.26972,correct,correct,0.320643,20260812T131110Z
ORCL_FQ1_2026,prepared_remarks,0.55,BUY,6178,2228,8406,0.004068,14.87,0.321643,0.26972,correct,correct,0.320643,20260812T131110Z
ORCL_FQ1_2026,qa_only,0.85,BUY,9005,1448,10453,0.003947,10.6,0.321643,0.26972,correct,correct,0.320643,20260812T131110Z
ORCL_FQ2_2026,full_bundle,0.55,BUY,22065,3312,25377,0.00955,20.13,-0.14524,-0.199767,wrong,wrong,-0.14624,20260812T131110Z
ORCL_FQ2_2026,press_release,0.3,BUY,12404,2443,14847,0.005294,14.78,-0.14524,-0.199767,wrong,wrong,-0.14624,20260812T131110Z
ORCL_FQ2_2026,prepared_remarks,0.55,BUY,8185,1892,10077,0.00424,12.01,-0.14524,-0.199767,wrong,wrong,-0.14624,20260812T131110Z
ORCL_FQ2_2026,qa_only,0.15,HOLD,7973,1552,9525,0.003783,10.79,-0.14524,-0.199767,no_trade,no_trade,,20260812T131110Z
PYPL_FQ1_2025,full_bundle,0.15,HOLD,36995,3324,40319,0.013594,20.7,-0.017566,0.026086,no_trade,no_trade,,20260812T131110Z
PYPL_FQ1_2025,press_release,0.15,HOLD,11287,2094,13381,0.004839,14.77,-0.017566,0.026086,no_trade,no_trade,,20260812T131110Z
PYPL_FQ1_2025,prepared_remarks,0.15,HOLD,8800,2828,11628,0.005436,16.76,-0.017566,0.026086,no_trade,no_trade,,20260812T131110Z
PYPL_FQ1_2025,qa_only,0.15,HOLD,10887,2153,13040,0.005231,18.05,-0.017566,0.026086,no_trade,no_trade,,20260812T131110Z
PYPL_FQ1_2026,full_bundle,-0.1,SELL,35811,2336,38147,0.012187,16.72,0.004194,-0.022586,flat,flat,-0.005194,20260812T131110Z
PYPL_FQ1_2026,press_release,-0.05,HOLD,11481,1342,12823,0.004013,9.32,0.004194,-0.022586,no_trade,no_trade,,20260812T131110Z
PYPL_FQ1_2026,prepared_remarks,-0.3,SELL,8330,3370,11700,0.005905,20.54,0.004194,-0.022586,flat,flat,-0.005194,20260812T131110Z
PYPL_FQ1_2026,qa_only,-0.05,HOLD,10117,1709,11826,0.004535,14.43,0.004194,-0.022586,no_trade,no_trade,,20260812T131110Z
PYPL_FQ2_2025,full_bundle,0.55,BUY,39103,2097,41200,0.012813,14.27,0.010357,-0.050665,flat,wrong,0.009357,20260812T131110Z
PYPL_FQ2_2025,press_release,0.55,BUY,11713,1577,13290,0.004283,10.58,0.010357,-0.050665,flat,wrong,0.009357,20260812T131110Z
PYPL_FQ2_2025,prepared_remarks,0.3,BUY,10662,2533,13195,0.005614,15.7,0.010357,-0.050665,flat,wrong,0.009357,20260812T131110Z
PYPL_FQ2_2025,qa_only,0.15,HOLD,9873,1951,11824,0.004735,14.0,0.010357,-0.050665,no_trade,no_trade,,20260812T131110Z
PYPL_FQ3_2025,full_bundle,0.55,BUY,40020,2456,42476,0.013456,16.85,-0.004382,-0.095042,flat,wrong,-0.005382,20260812T131110Z
PYPL_FQ3_2025,press_release,0.55,BUY,11933,1668,13601,0.004417,11.93,-0.004382,-0.095042,flat,wrong,-0.005382,20260812T131110Z
PYPL_FQ3_2025,prepared_remarks,0.35,BUY,10137,2291,12428,0.005206,14.65,-0.004382,-0.095042,flat,wrong,-0.005382,20260812T131110Z
PYPL_FQ3_2025,qa_only,-0.1,SELL,10835,1770,12605,0.004796,12.12,-0.004382,-0.095042,flat,correct,0.0033819999999999996,20260812T131110Z
PINS_FQ1_2026,full_bundle,0.15,HOLD,27641,2927,30568,0.010632,19.1,0.185132,-0.004317,no_trade,no_trade,,20260812T131110Z
PINS_FQ1_2026,press_release,0.15,HOLD,9102,1628,10730,0.004172,12.28,0.185132,-0.004317,no_trade,no_trade,,20260812T131110Z
PINS_FQ1_2026,prepared_remarks,0.15,HOLD,8276,2158,10434,0.004557,14.99,0.185132,-0.004317,no_trade,no_trade,,20260812T131110Z
PINS_FQ1_2026,qa_only,0.15,HOLD,10521,2381,12902,0.005383,15.54,0.185132,-0.004317,no_trade,no_trade,,20260812T131110Z
PINS_FQ4_2025,full_bundle,-0.35,SELL,29959,3004,32963,0.011342,20.81,-0.227077,-0.041532,correct,correct,0.226077,20260812T131110Z
PINS_FQ4_2025,press_release,0.15,HOLD,10221,1879,12100,0.004519,13.07,-0.227077,-0.041532,no_trade,no_trade,,20260812T131110Z
PINS_FQ4_2025,prepared_remarks,-0.5,SELL,10505,2729,13234,0.005787,17.52,-0.227077,-0.041532,correct,correct,0.226077,20260812T131110Z
PINS_FQ4_2025,qa_only,-0.5,SELL,11455,2071,13526,0.005294,14.88,-0.227077,-0.041532,correct,correct,0.226077,20260812T131110Z
HOOD_FQ1_2025,full_bundle,0.35,BUY,43955,1508,45463,0.013475,12.55,0.04103,0.017919,correct,flat,0.040029999999999996,20260812T131110Z
HOOD_FQ1_2025,press_release,0.3,BUY,11174,1542,12716,0.004201,11.68,0.04103,0.017919,correct,flat,0.040029999999999996,20260812T131110Z
HOOD_FQ1_2025,prepared_remarks,0.3,BUY,5587,1863,7450,0.003507,12.34,0.04103,0.017919,correct,flat,0.040029999999999996,20260812T131110Z
HOOD_FQ1_2025,qa_only,0.3,BUY,12141,1634,13775,0.004999,13.18,0.04103,0.017919,correct,flat,0.040029999999999996,20260812T131110Z
HOOD_FQ2_2025,full_bundle,0.3,BUY,46845,2070,48915,0.014874,15.58,-0.021065,-0.004241,wrong,flat,-0.022065,20260812T131110Z
HOOD_FQ2_2025,press_release,0.3,BUY,11728,2061,13789,0.004819,14.25,-0.021065,-0.004241,wrong,flat,-0.022065,20260812T131110Z
HOOD_FQ2_2025,prepared_remarks,0.3,BUY,5495,2051,7546,0.003689,13.35,-0.021065,-0.004241,wrong,flat,-0.022065,20260812T131110Z
HOOD_FQ2_2025,qa_only,0.3,BUY,13890,1565,15455,0.005395,12.01,-0.021065,-0.004241,wrong,flat,-0.022065,20260812T131110Z
HOOD_FQ3_2025,full_bundle,0.55,BUY,47608,2231,49839,0.015257,16.44,-0.017406,-0.066676,flat,wrong,-0.018406000000000002,20260812T131110Z
HOOD_FQ3_2025,press_release,0.3,BUY,12291,1675,13966,0.004444,12.43,-0.017406,-0.066676,flat,wrong,-0.018406000000000002,20260812T131110Z
HOOD_FQ3_2025,prepared_remarks,0.3,BUY,5842,2210,8052,0.003957,14.61,-0.017406,-0.066676,flat,wrong,-0.018406000000000002,20260812T131110Z
HOOD_FQ3_2025,qa_only,0.2,HOLD,13538,1839,15377,0.005601,13.32,-0.017406,-0.066676,no_trade,no_trade,,20260812T131110Z
CRM_FQ2_2026,full_bundle,0.55,BUY,32800,2991,35791,0.005593,45.11,-0.063911,-0.054124,wrong,wrong,-0.064911,20260812T131110Z
CRM_FQ2_2026,press_release,0.3,BUY,12349,3412,15761,0.006345,22.91,-0.063911,-0.054124,wrong,wrong,-0.064911,20260812T131110Z
CRM_FQ2_2026,prepared_remarks,0.55,BUY,9836,1891,11727,0.004685,12.16,-0.063911,-0.054124,wrong,wrong,-0.064911,20260812T131110Z
CRM_FQ2_2026,qa_only,0.3,BUY,12905,2655,15560,0.006328,16.66,-0.063911,-0.054124,wrong,wrong,-0.064911,20260812T131110Z
CRM_FQ3_2026,full_bundle,0.55,BUY,32028,2814,34842,0.011692,18.19,0.020819,0.106736,correct,correct,0.019819,20260812T131110Z
CRM_FQ3_2026,press_release,0.55,BUY,12574,2422,14996,0.005291,13.59,0.020819,0.106736,correct,correct,0.019819,20260812T131110Z
CRM_FQ3_2026,prepared_remarks,0.3,BUY,11840,1962,13802,0.005304,12.7,0.020819,0.106736,correct,correct,0.019819,20260812T131110Z
CRM_FQ3_2026,qa_only,0.35,BUY,9656,1652,11308,0.004348,12.47,0.020819,0.106736,correct,correct,0.019819,20260812T131110Z
CRM_FQ4_2026,full_bundle,0.55,BUY,35667,2177,37844,0.011974,13.66,0.026128,0.006936,correct,flat,0.025127999999999998,20260812T131110Z
CRM_FQ4_2026,press_release,0.3,BUY,13707,2745,16452,0.005722,15.87,0.026128,0.006936,correct,flat,0.025127999999999998,20260812T131110Z
CRM_FQ4_2026,prepared_remarks,0.35,BUY,14043,2008,16051,0.005949,12.37,0.026128,0.006936,correct,flat,0.025127999999999998,20260812T131110Z
CRM_FQ4_2026,qa_only,0.35,BUY,9402,2108,11510,0.004781,14.43,0.026128,0.006936,correct,flat,0.025127999999999998,20260812T131110Z
SBUX_FQ4_2025,full_bundle,0.25,HOLD,28078,2746,30824,0.01055,17.48,-0.023049,-0.015326,no_trade,no_trade,,20260812T131110Z
SBUX_FQ4_2025,press_release,0.15,HOLD,14873,2497,17370,0.005534,14.82,-0.023049,-0.015326,no_trade,no_trade,,20260812T131110Z
SBUX_FQ4_2025,prepared_remarks,0.25,HOLD,8490,2747,11237,0.005263,16.47,-0.023049,-0.015326,no_trade,no_trade,,20260812T131110Z
SBUX_FQ4_2025,qa_only,0.3,BUY,11216,1486,12702,0.004586,10.35,-0.023049,-0.015326,wrong,flat,-0.024049,20260812T131110Z
UNH_FQ3_2025,full_bundle,0.3,BUY,29525,2716,32241,0.010908,16.98,0.040166,-0.087956,correct,wrong,0.039166,20260812T131110Z
UNH_FQ3_2025,press_release,0.3,BUY,9409,1767,11176,0.004331,11.08,0.040166,-0.087956,correct,wrong,0.039166,20260812T131110Z
UNH_FQ3_2025,prepared_remarks,-0.3,SELL,8803,1925,10728,0.004443,129.09,0.040166,-0.087956,wrong,correct,-0.041166,20260812T131110Z
UNH_FQ3_2025,qa_only,-0.3,SELL,12528,2447,14975,0.005997,17.04,0.040166,-0.087956,wrong,correct,-0.041166,20260812T131110Z
UNH_FQ4_2025,full_bundle,-0.1,SELL,32691,2559,35250,0.005113,1280.83,-0.164003,-0.187834,correct,correct,0.163003,20260812T131110Z
UNH_FQ4_2025,press_release,-0.35,SELL,14707,2404,17111,0.005412,15.16,-0.164003,-0.187834,correct,correct,0.163003,20260812T131110Z
UNH_FQ4_2025,prepared_remarks,-0.3,SELL,9626,3151,12777,0.006014,18.22,-0.164003,-0.187834,correct,correct,0.163003,20260812T131110Z
UNH_FQ4_2025,qa_only,-0.35,SELL,10147,2436,12583,0.005342,16.75,-0.164003,-0.187834,correct,correct,0.163003,20260812T131110Z
V_FQ1_2025,full_bundle,0.15,HOLD,28823,2761,31584,0.010768,17.28,0.002933,0.032977,no_trade,no_trade,,20260812T131110Z
V_FQ1_2025,press_release,0.15,HOLD,9596,1683,11279,0.004263,10.92,0.002933,0.032977,no_trade,no_trade,,20260812T131110Z
V_FQ1_2025,prepared_remarks,0.15,HOLD,8983,2045,11028,0.004624,13.18,0.002933,0.032977,no_trade,no_trade,,20260812T131110Z
V_FQ1_2025,qa_only,0.1,HOLD,11113,1947,13060,0.005065,13.18,0.002933,0.032977,no_trade,no_trade,,20260812T131110Z
V_FQ1_2026,full_bundle,0.55,BUY,30631,2133,32764,0.010565,13.55,0.087617,0.041157,correct,correct,0.086617,20260812T131110Z
V_FQ1_2026,press_release,0.15,HOLD,10037,1799,11836,0.004407,10.99,0.087617,0.041157,no_trade,no_trade,,20260812T131110Z
V_FQ1_2026,prepared_remarks,0.55,BUY,10600,1702,12302,0.004683,10.51,0.087617,0.041157,correct,correct,0.086617,20260812T131110Z
V_FQ1_2026,qa_only,0.3,BUY,10556,2104,12660,0.005088,14.24,0.087617,0.041157,correct,correct,0.086617,20260812T131110Z
V_FQ2_2025,full_bundle,0.15,HOLD,29431,2150,31581,0.01026,14.35,0.001167,-0.039455,no_trade,no_trade,,20260812T131110Z
V_FQ2_2025,press_release,0.15,HOLD,9724,1650,11374,0.004236,9.97,0.001167,-0.039455,no_trade,no_trade,,20260812T131110Z
V_FQ2_2025,prepared_remarks,0.2,HOLD,9093,2029,11122,0.004636,13.15,0.001167,-0.039455,no_trade,no_trade,,20260812T131110Z
V_FQ2_2025,qa_only,0.15,HOLD,11474,2706,14180,0.005998,16.76,0.001167,-0.039455,no_trade,no_trade,,20260812T131110Z
V_FQ3_2025,full_bundle,0.3,BUY,31026,3317,34343,0.011975,19.29,-0.002594,-0.019026,flat,flat,-0.003594,20260812T131110Z
V_FQ3_2025,press_release,0.15,HOLD,11123,2154,13277,0.004886,12.66,-0.002594,-0.019026,no_trade,no_trade,,20260812T131110Z
V_FQ3_2025,prepared_remarks,0.15,HOLD,10287,2347,12634,0.005308,18.39,-0.002594,-0.019026,no_trade,no_trade,,20260812T131110Z
V_FQ3_2025,qa_only,0.3,BUY,10485,1768,12253,0.004699,11.33,-0.002594,-0.019026,flat,flat,-0.003594,20260812T131110Z
C_FQ1_2025,full_bundle,0.15,HOLD,61904,2288,64192,0.01918,15.95,-0.019742,0.030623,no_trade,no_trade,,20260812T131110Z
C_FQ1_2025,press_release,0.15,HOLD,14817,1598,16415,0.005707,10.51,-0.019742,0.030623,no_trade,no_trade,,20260812T131110Z
C_FQ2_2025,full_bundle,0.15,HOLD,68660,3027,71687,0.021817,20.15,0.008377,0.036155,no_trade,no_trade,,20260812T131110Z
C_FQ2_2025,press_release,0.2,HOLD,15242,2389,17631,0.006692,15.09,0.008377,0.036155,no_trade,no_trade,,20260812T131110Z
C_FQ3_2025,full_bundle,0.3,BUY,91363,2182,93545,0.027017,18.23,0.013522,-0.015925,flat,flat,0.012521999999999998,20260812T131110Z
C_FQ3_2025,press_release,0.15,HOLD,15995,3180,19175,0.007765,18.32,0.013522,-0.015925,no_trade,no_trade,,20260812T131110Z
C_FQ4_2025,full_bundle,0.3,BUY,195983,3107,199090,0.056282,26.46,0.01281,0.028912,flat,flat,0.011810000000000001,20260812T131110Z
C_FQ4_2025,press_release,0.15,HOLD,14735,2548,17283,0.00673,14.62,0.01281,0.028912,no_trade,no_trade,,20260812T131110Z
BAC_FQ1_2025,full_bundle,0.15,HOLD,61462,1869,63331,0.018599,12.54,-0.003422,0.020005,no_trade,no_trade,,20260812T131110Z
BAC_FQ1_2025,press_release,0.15,HOLD,17612,2574,20186,0.007535,15.13,-0.003422,0.020005,no_trade,no_trade,,20260812T131110Z
BAC_FQ2_2025,full_bundle,0.15,HOLD,66960,2882,69842,0.021198,19.68,0.002167,0.035103,no_trade,no_trade,,20260812T131110Z
BAC_FQ2_2025,press_release,0.15,HOLD,19192,2077,21269,0.007415,13.17,0.002167,0.035103,no_trade,no_trade,,20260812T131110Z
BAC_FQ3_2025,full_bundle,0.3,BUY,66225,1623,67848,0.019615,12.91,0.029547,0.028549,correct,flat,0.028547,20260812T131110Z
BAC_FQ3_2025,press_release,0.15,HOLD,19250,2294,21544,0.00767,14.89,0.029547,0.028549,no_trade,no_trade,,20260812T131110Z
BAC_FQ4_2025,full_bundle,0.15,HOLD,67411,2622,70033,0.021034,17.39,-0.030436,-0.045288,no_trade,no_trade,,20260812T131110Z
BAC_FQ4_2025,press_release,0.2,HOLD,19778,3242,23020,0.008855,20.48,-0.030436,-0.045288,no_trade,no_trade,,20260812T131110Z
BA_FQ2_2025,full_bundle,0.15,HOLD,12035,2823,14858,0.006304,16.63,0.007785,-0.005396,no_trade,no_trade,,20260812T131110Z
BA_FQ2_2025,press_release,0.15,HOLD,10089,2525,12614,0.00545,19.09,0.007785,-0.005396,no_trade,no_trade,,20260812T131110Z
BA_FQ3_2025,full_bundle,-0.35,SELL,12302,1841,14143,0.005295,13.2,-0.016715,-0.074726,flat,correct,0.015715,20260812T131110Z
BA_FQ3_2025,press_release,-0.35,SELL,10271,1706,11977,0.004599,11.56,-0.016715,-0.074726,flat,correct,0.015715,20260812T131110Z
DIS_FQ1_2025,full_bundle,0.15,HOLD,12776,2431,15207,0.006072,16.6,0.012122,-0.011851,no_trade,no_trade,,20260812T131110Z
DIS_FQ1_2025,press_release,0.3,BUY,4962,2479,7441,0.004015,16.02,0.012122,-0.011851,flat,flat,0.011122,20260812T131110Z
DIS_FQ3_2025,full_bundle,0.3,BUY,13673,2542,16215,0.006437,17.04,-0.021467,-0.038878,wrong,wrong,-0.022467,20260812T131110Z
DIS_FQ3_2025,press_release,0.35,BUY,4216,1500,5716,0.002737,9.15,-0.021467,-0.038878,wrong,wrong,-0.022467,20260812T131110Z
DIS_FQ4_2025,full_bundle,0.3,BUY,13651,2228,15879,0.006085,14.84,-0.066524,-0.1027,wrong,wrong,-0.067524,20260812T131110Z
DIS_FQ4_2025,press_release,0.15,HOLD,4022,1520,5542,0.002707,9.55,-0.066524,-0.1027,no_trade,no_trade,,20260812T131110Z
BCS_FQ1_2026,full_bundle,0.15,HOLD,51174,3457,54631,0.017568,23.39,0.004348,-0.007391,no_trade,no_trade,,20260812T131110Z
BCS_FQ1_2026,press_release,0.15,HOLD,39631,2012,41643,0.012862,14.08,0.004348,-0.007391,no_trade,no_trade,,20260812T131110Z
BCS_FQ2_2025,full_bundle,0.3,BUY,89035,2618,91653,0.026868,20.03,-0.004489,-0.032918,flat,flat,-0.005489,20260812T131110Z
BCS_FQ2_2025,press_release,0.3,BUY,77624,2612,80236,0.02378,19.74,-0.004489,-0.032918,flat,flat,-0.005489,20260812T131110Z
BCS_FQ3_2025,full_bundle,0.45,BUY,56141,2797,58938,0.018184,19.74,0.019656,0.049631,flat,correct,0.018656,20260812T131110Z
BCS_FQ3_2025,press_release,0.55,BUY,43838,2456,46294,0.014487,16.89,0.019656,0.049631,flat,correct,0.018656,20260812T131110Z
F_FQ2_2025,full_bundle,0.15,HOLD,26236,2771,29007,0.010081,18.91,-0.0092,0.031279,no_trade,no_trade,,20260812T131110Z
F_FQ2_2025,press_release,-0.3,SELL,14977,2367,17344,0.006596,15.04,-0.0092,0.031279,flat,flat,0.008199999999999999,20260812T131110Z
PFE_FQ1_2025,full_bundle,0.15,HOLD,34721,2098,36819,0.011631,14.59,-0.009544,0.035575,no_trade,no_trade,,20260812T131110Z
PFE_FQ1_2025,press_release,0.15,HOLD,18165,1954,20119,0.007003,12.4,-0.009544,0.035575,no_trade,no_trade,,20260812T131110Z
PFE_FQ1_2026,full_bundle,0.15,HOLD,29682,2106,31788,0.01028,14.66,0.011027,-0.018631,no_trade,no_trade,,20260812T131110Z
PFE_FQ1_2026,press_release,0.15,HOLD,18814,2532,21346,0.007814,16.0,0.011027,-0.018631,no_trade,no_trade,,20260812T131110Z
PFE_FQ2_2025,full_bundle,0.3,BUY,37246,1660,38906,0.011831,12.03,0.031449,0.044624,correct,correct,0.030448999999999997,20260812T131110Z
PFE_FQ2_2025,press_release,0.35,BUY,21229,3659,24888,0.009706,20.94,0.031449,0.044624,correct,correct,0.030448999999999997,20260812T131110Z
PFE_FQ4_2025,full_bundle,0.15,HOLD,39487,2557,42044,0.013423,16.49,-0.048762,0.014629,no_trade,no_trade,,20260812T131110Z
PFE_FQ4_2025,press_release,0.1,HOLD,23260,3156,26416,0.009701,19.53,-0.048762,0.014629,no_trade,no_trade,,20260812T131110Z
PEP_FQ1_2023,full_bundle,0.55,BUY,19626,1643,21269,0.007055,11.55,-0.006484,0.013389,flat,flat,-0.007484,20260812T131110Z
PEP_FQ1_2023,press_release,0.5,BUY,11135,1837,12972,0.004541,10.97,-0.006484,0.013389,flat,flat,-0.007484,20260812T131110Z
PEP_FQ1_2024,full_bundle,0.0,HOLD,10572,1879,12451,0.00487,12.02,-0.015886,0.027392,no_trade,no_trade,,20260812T131110Z
PEP_FQ1_2024,press_release,0.0,HOLD,10572,1878,12450,0.002821,14.7,-0.015886,0.027392,no_trade,no_trade,,20260812T131110Z
PEP_FQ1_2025,full_bundle,-0.5,SELL,28618,2667,31285,0.010609,16.42,0.001182,-0.013007,flat,flat,-0.002182,20260812T131110Z
PEP_FQ1_2025,press_release,-0.5,SELL,16935,2240,19175,0.005372,13.04,0.001182,-0.013007,flat,flat,-0.002182,20260812T131110Z
PEP_FQ1_2026,full_bundle,0.15,HOLD,20885,2039,22924,0.007831,12.35,-0.000758,-0.016921,no_trade,no_trade,,20260812T131110Z
PEP_FQ1_2026,press_release,0.15,HOLD,11161,2546,13707,0.005328,14.11,-0.000758,-0.016921,no_trade,no_trade,,20260812T131110Z
PEP_FQ2_2023,full_bundle,0.55,BUY,23156,2319,25475,0.008752,14.87,0.00176,0.009439,flat,flat,0.00076,20260812T131110Z
PEP_FQ2_2023,press_release,0.5,BUY,13788,1733,15521,0.004605,11.09,0.00176,0.009439,flat,flat,0.00076,20260812T131110Z
PEP_FQ2_2024,full_bundle,-0.3,SELL,24254,1832,26086,0.008513,13.02,0.00616,0.039158,flat,wrong,-0.00716,20260812T131110Z
PEP_FQ2_2024,press_release,-0.15,SELL,13028,1966,14994,0.00481,12.0,0.00616,0.039158,flat,wrong,-0.00716,20260812T131110Z
PEP_FQ2_2025,full_bundle,0.15,HOLD,25782,2967,28749,0.010174,18.78,0.005638,-0.006394,no_trade,no_trade,,20260812T131110Z
PEP_FQ2_2025,press_release,0.15,HOLD,14169,2919,17088,0.005936,18.14,0.005638,-0.006394,no_trade,no_trade,,20260812T131110Z
PEP_FQ3_2023,full_bundle,0.35,BUY,22416,2266,24682,0.008494,15.7,0.00371,-0.024513,flat,flat,0.00271,20260812T131110Z
PEP_FQ3_2023,press_release,0.35,BUY,14202,1681,15883,0.004583,11.58,0.00371,-0.024513,flat,flat,0.00271,20260812T131110Z
