row_index,event_key,company,ticker,year,quarter,sentiment_score,decision,token_cost,run_id,model_version,run_date,document_date,closing_date,prior_close,opening_date,next_day_open,actual_pct_change,actual_direction,prediction_correct,position,net_pnl,release_date,release_timing,release_date_source,excluded,exclusion_reason,in_four_arm_set,in_two_arm_set,arm_full_decision,arm_full_correct,arm_full_tokens,arm_pr_decision,arm_pr_correct,arm_pr_tokens,arm_prepared_decision,arm_prepared_correct,arm_prepared_tokens,arm_qa_decision,arm_qa_correct,arm_qa_tokens,notes
111,Barclays|2025|Q2,Barclays,BCS,2025,Q2,0.1825,HOLD,0.027562,20260812_183842,deepseek-chat,,2025-07-29,2025-07-28,19.41,2025-07-29,19.82,2.1123,UP,NO,0,0.0,2025-07-29,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,91653,BUY,,80236,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
112,Barclays|2025|Q3,Barclays,BCS,2025,Q3,0.3275,BUY,0.017673,20260812_183842,deepseek-chat,,2025-10-22,2025-10-21,19.49,2025-10-22,20.47,5.0282,UP,YES,1,0.049282,2025-10-22,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,58938,BUY,,46294,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
113,Ford|2026|Q1,Ford,F,2026,Q1,0.14,HOLD,0.009054,20260812_183842,deepseek-chat,,2026-04-29,2026-04-29,12.24,2026-04-30,11.55,-5.6373,DOWN,NO,0,0.0,2026-04-29,after_hours,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,26783,BUY,,15442,BUY,,8541,HOLD,,13944,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
114,Ford|2025|Q2,Ford,F,2025,Q2,-0.12,SELL,0.009234,20260812_183842,deepseek-chat,,2025-07-30,2025-07-30,10.87,2025-07-31,10.77,-0.92,FLAT,NO,-1,0.0082,2025-07-30,after_hours,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,29007,SELL,,17344,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268) | report_date ambiguous (multiple candidate trading days), unreviewed - see phase2/report_dates.json"
115,Ford|2025|Q4,Ford,F,2025,Q4,0.2775,BUY,0.009714,20260812_183842,deepseek-chat,,2026-02-10,2026-02-10,13.57,2026-02-11,13.62,0.3685,FLAT,NO,1,0.002685,2026-02-10,after_hours,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,29221,SELL,,19123,BUY,,9473,HOLD,,13419,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
116,Microsoft|2025|Q1,Microsoft,MSFT,2025,Q1,0.25,HOLD,0.011334,20260812_183842,deepseek-chat,,2024-10-30,2024-10-30,432.53,2024-10-31,415.36,-3.9697,DOWN,NO,0,0.0,2024-10-30,after_hours,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
117,Microsoft|2026|Q1,Microsoft,MSFT,2026,Q1,0.3,BUY,0.009907,20260812_183842,deepseek-chat,,2025-10-29,2025-10-29,541.55,2025-10-30,530.48,-2.0441,DOWN,NO,1,-0.021441,2025-10-29,after_hours,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
118,Microsoft|2025|Q2,Microsoft,MSFT,2025,Q2,0.3,BUY,0.010581,20260812_183842,deepseek-chat,,2025-01-29,2025-01-29,442.33,2025-01-30,418.77,-5.3263,DOWN,NO,1,-0.054263,2025-01-29,after_hours,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
119,Pfizer|2025|Q1,Pfizer,PFE,2025,Q1,-0.08,SELL,0.012341,20260812_183842,deepseek-chat,,2025-04-29,2025-04-28,23.05,2025-04-29,22.83,-0.9544,FLAT,NO,-1,0.008544,2025-04-29,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,36819,HOLD,,20119,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
120,Pfizer|2026|Q1,Pfizer,PFE,2026,Q1,-0.025,HOLD,0.010424,20260812_183842,deepseek-chat,,2026-05-05,2026-05-04,26.3,2026-05-05,26.59,1.1027,FLAT,YES,0,0.0,2026-05-05,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,31788,HOLD,,21346,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
121,Pfizer|2025|Q2,Pfizer,PFE,2025,Q2,0.21,HOLD,0.013157,20260812_183842,deepseek-chat,,2025-08-05,2025-08-04,23.53,2025-08-05,24.27,3.1449,UP,NO,0,0.0,2025-08-05,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,38906,BUY,,24888,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
122,Pfizer|2025|Q4,Pfizer,PFE,2025,Q4,0.1125,HOLD,0.013416,20260812_183842,deepseek-chat,,2026-02-03,2026-02-02,26.66,2026-02-03,25.36,-4.8762,DOWN,NO,0,0.0,2026-02-03,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,42044,HOLD,,26416,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
123,United Airlines|2025|Q1,United Airlines,UAL,2025,Q1,-0.41,SELL,0.01908,20260812_183842,deepseek-chat,,2025-04-15,2025-04-15,67.0,2025-04-16,69.64,3.9403,UP,NO,-1,-0.040403,2025-04-15,after_hours,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
124,United Airlines|2025|Q2,United Airlines,UAL,2025,Q2,0.21,HOLD,0.019496,20260812_183842,deepseek-chat,,2025-07-16,2025-07-16,88.47,2025-07-17,91.89,3.8657,UP,NO,0,0.0,2025-07-16,after_hours,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
125,United Airlines|2025|Q3,United Airlines,UAL,2025,Q3,0.3,BUY,0.012194,20260812_183842,deepseek-chat,,2025-10-15,2025-10-15,104.05,2025-10-16,102.94,-1.0668,FLAT,NO,1,-0.011668,2025-10-15,after_hours,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
126,United Airlines|2025|Q4,United Airlines,UAL,2025,Q4,0.2775,BUY,0.045787,20260812_183842,deepseek-chat,,2026-01-20,2026-01-20,108.57,2026-01-21,111.95,3.1132,UP,YES,1,0.030132,2026-01-20,after_hours,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
127,PepsiCo|2023|Q1,PepsiCo,PEP,2023,Q1,0.5,BUY,0.007327,20260812_183842,deepseek-chat,,2023-04-25,2023-04-24,185.5,2023-04-25,186.56,0.5714,FLAT,NO,1,0.004714,2023-04-25,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,21269,BUY,,12972,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
128,PepsiCo|2024|Q1,PepsiCo,PEP,2024,Q1,0,HOLD,0.004936,20260812_183842,deepseek-chat,,2024-04-23,2024-04-22,176.46,2024-04-23,174.7,-0.9974,FLAT,YES,0,0.0,2024-04-23,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,12451,HOLD,,12450,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
129,PepsiCo|2025|Q1,PepsiCo,PEP,2025,Q1,-0.41,SELL,0.00974,20260812_183842,deepseek-chat,,2025-04-24,2025-04-23,142.26,2025-04-24,141.45,-0.5694,FLAT,NO,-1,0.004694,2025-04-24,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,SELL,,31285,SELL,,19175,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
130,PepsiCo|2026|Q1,PepsiCo,PEP,2026,Q1,-0.0525,SELL,0.007748,20260812_183842,deepseek-chat,,2026-04-16,2026-04-15,154.85,2026-04-16,155.54,0.4456,FLAT,NO,-1,-0.005456,2026-04-16,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,22924,HOLD,,13707,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
131,PepsiCo|2023|Q2,PepsiCo,PEP,2023,Q2,0.5,BUY,0.008501,20260812_183842,deepseek-chat,,2023-07-13,2023-07-12,183.17,2023-07-13,185.8,1.4358,FLAT,NO,1,0.013358,2023-07-13,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,25475,BUY,,15521,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
132,PepsiCo|2024|Q2,PepsiCo,PEP,2024,Q2,-0.5,SELL,0.008235,20260812_183842,deepseek-chat,,2024-07-11,2024-07-10,163.59,2024-07-11,159.1,-2.7447,DOWN,YES,-1,0.026447,2024-07-11,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,SELL,,26086,SELL,,14994,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
133,PepsiCo|2025|Q2,PepsiCo,PEP,2025,Q2,0.155,HOLD,0.009569,20260812_183842,deepseek-chat,,2025-07-17,2025-07-16,135.35,2025-07-17,141.7,4.6915,UP,NO,0,0.0,2025-07-17,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,28749,HOLD,,17088,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
134,PepsiCo|2026|Q2,PepsiCo,PEP,2026,Q2,-0.2175,SELL,0.009419,20260812_183842,deepseek-chat,,2026-07-09,2026-07-08,142.51,2026-07-09,137.09,-3.8032,DOWN,YES,-1,0.037032,2026-07-09,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,27599,HOLD,,17021,HOLD,,7209,SELL,,14219,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
135,PepsiCo|2023|Q3,PepsiCo,PEP,2023,Q3,0.5,BUY,0.008289,20260812_183842,deepseek-chat,,2023-10-10,2023-10-09,161.36,2023-10-10,164.25,1.791,FLAT,NO,1,0.01691,2023-10-10,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,24682,BUY,,15883,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
136,PepsiCo|2024|Q3,PepsiCo,PEP,2024,Q3,-0.5,SELL,0.007718,20260812_183842,deepseek-chat,,2024-10-08,2024-10-07,167.21,2024-10-08,167.72,0.305,FLAT,NO,-1,-0.00405,2024-10-08,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,SELL,,25078,SELL,,14970,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
137,PepsiCo|2025|Q3,PepsiCo,PEP,2025,Q3,0.245,HOLD,0.010285,20260812_183842,deepseek-chat,,2025-10-09,2025-10-08,138.84,2025-10-09,140.46,1.1668,FLAT,YES,0,0.0,2025-10-09,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,29715,HOLD,,17487,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
138,PepsiCo|2023|Q4,PepsiCo,PEP,2023,Q4,-0.5,SELL,0.009763,20260812_183842,deepseek-chat,,2024-02-09,2024-02-08,173.85,2024-02-09,171.2,-1.5243,FLAT,NO,-1,0.014243,2024-02-09,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,SELL,,29611,HOLD,,19808,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
139,PepsiCo|2024|Q4,PepsiCo,PEP,2024,Q4,-0.1,SELL,0.009321,20260812_183842,deepseek-chat,,2025-02-04,2025-02-03,150.27,2025-02-04,146.1,-2.775,DOWN,YES,-1,0.02675,2025-02-04,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,SELL,,26962,HOLD,,17786,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
140,PepsiCo|2025|Q4,PepsiCo,PEP,2025,Q4,0.195,HOLD,0.010094,20260812_183842,deepseek-chat,,2026-02-03,2026-02-02,155.2,2026-02-03,156.6,0.9021,FLAT,YES,0,0.0,2026-02-03,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,29825,HOLD,,18532,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
141,FedEx|2026|Q1,FedEx,FDX,2026,Q1,-0.055,SELL,0.007635,20260812_183842,deepseek-chat,,2025-09-18,2025-09-18,182.5141,2025-09-19,183.96,0.7947,FLAT,NO,-1,-0.008947,2025-09-18,after_hours,returns_matrix.csv,FALSE,,TRUE,TRUE,SELL,,23240,HOLD,,12141,HOLD,,10638,SELL,,12313,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
142,FedEx|2026|Q2,FedEx,FDX,2026,Q2,0.2375,HOLD,0.008439,20260812_183842,deepseek-chat,,2025-12-18,2025-12-18,231.3618,2025-12-19,219.23,-5.2452,DOWN,NO,0,0.0,2025-12-18,after_hours,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,25540,BUY,,13051,BUY,,11296,SELL,,12353,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
143,FedEx|2026|Q3,FedEx,FDX,2026,Q3,0.2575,BUY,0.008489,20260812_183842,deepseek-chat,,2026-03-19,2026-03-19,286.9541,2026-03-20,306.87,6.9389,UP,YES,1,0.068389,2026-03-19,after_hours,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,24829,BUY,,13268,BUY,,11750,HOLD,,11683,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
144,FedEx|2026|Q4,FedEx,FDX,2026,Q4,0.0575,HOLD,0.009436,20260812_183842,deepseek-chat,,2026-06-23,2026-06-23,317.24,2026-06-24,314.77,-0.7786,FLAT,YES,0,0.0,2026-06-23,after_hours,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,26814,BUY,,16203,BUY,,11366,BUY,,11208,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
145,Lockheed Martin|2025|Q1,Lockheed Martin,LMT,2025,Q1,-0.0525,SELL,0.008798,20260812_183842,deepseek-chat,,2025-04-22,2025-04-21,458.33,2025-04-22,458.05,-0.0611,FLAT,NO,-1,-0.000389,2025-04-22,pre_market,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
146,Lockheed Martin|2025|Q2,Lockheed Martin,LMT,2025,Q2,-0.23,SELL,0.010601,20260812_183842,deepseek-chat,,2025-07-22,2025-07-21,460.53,2025-07-22,422.75,-8.2036,DOWN,YES,-1,0.081036,2025-07-22,pre_market,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
147,Lockheed Martin|2025|Q3,Lockheed Martin,LMT,2025,Q3,0.4375,BUY,0.009089,20260812_183842,deepseek-chat,,2025-10-21,2025-10-20,505.9,2025-10-21,482.71,-4.5839,DOWN,NO,1,-0.046839,2025-10-21,pre_market,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
148,Lockheed Martin|2025|Q4,Lockheed Martin,LMT,2025,Q4,0.415,BUY,0.009295,20260812_183842,deepseek-chat,,2026-01-29,2026-01-28,597.27,2026-01-29,609.24,2.0041,UP,YES,1,0.019041,2026-01-29,pre_market,returns_matrix.csv,FALSE,,FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
149,Novo Nordisk|2025|Q1,Novo Nordisk,NVO,2025,Q1,-0.41,SELL,0.01434,20260812_183842,deepseek-chat,,2025-05-07,2025-05-06,66.29,2025-05-07,69.35,4.6161,UP,NO,-1,-0.047161,2025-05-07,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,SELL,,48498,SELL,,34487,SELL,,12164,SELL,,14048,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
150,Novo Nordisk|2025|Q2,Novo Nordisk,NVO,2025,Q2,-0.23,SELL,0.016154,20260812_183842,deepseek-chat,,2025-08-06,2025-08-05,47.22,2025-08-06,45.97,-2.6472,DOWN,YES,-1,0.025472,2025-08-06,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,SELL,,54402,SELL,,40143,SELL,,10924,SELL,,14250,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
151,Novo Nordisk|2025|Q3,Novo Nordisk,NVO,2025,Q3,-0.14,SELL,0.016243,20260812_183842,deepseek-chat,,2025-11-05,2025-11-04,48.25,2025-11-05,46.98,-2.6321,DOWN,YES,-1,0.025321,2025-11-05,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,SELL,,55035,SELL,,38924,SELL,,11928,SELL,,15783,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
152,Novo Nordisk|2025|Q4,Novo Nordisk,NVO,2025,Q4,-0.1625,SELL,0.026719,20260812_183842,deepseek-chat,,2026-02-03,2026-02-02,58.93,2026-02-03,58.35,-0.9842,FLAT,NO,-1,0.008842,2026-02-03,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,SELL,,94425,SELL,,44401,SELL,,11523,SELL,,14750,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
153,Hilton|2025|Q1,Hilton,HLT,2025,Q1,-0.41,SELL,0.0,20260812_183842,deepseek-chat,,2025-04-29,2025-04-28,221.6,2025-04-29,224.6,1.3538,FLAT,NO,-1,-0.014538,2025-04-29,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,SELL,,29487,HOLD,,16730,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268) | Token Cost unavailable: predates cost_log tracking, not backfillable"
154,Hilton|2026|Q1,Hilton,HLT,2026,Q1,0.14,HOLD,0.009619,20260812_183842,deepseek-chat,,2026-04-28,2026-04-27,332.45,2026-04-28,323.42,-2.7162,DOWN,NO,0,0.0,2026-04-28,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,28103,BUY,,16060,HOLD,,9636,BUY,,12873,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
155,Hilton|2025|Q2,Hilton,HLT,2025,Q2,0.1275,HOLD,0.0,20260812_183842,deepseek-chat,,2025-07-23,2025-07-22,273.84,2025-07-23,264.9,-3.2647,DOWN,NO,0,0.0,2025-07-23,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,31321,HOLD,,17114,HOLD,,9647,HOLD,,14337,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268) | Token Cost unavailable: predates cost_log tracking, not backfillable"
156,Hilton|2024|Q3,Hilton,HLT,2024,Q3,0.2,HOLD,0.009795,20260812_183842,deepseek-chat,,2024-10-23,2024-10-22,238.13,2024-10-23,237.5,-0.2646,FLAT,YES,0,0.0,2024-10-23,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,29162,HOLD,,18317,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
157,Hilton|2025|Q4,Hilton,HLT,2025,Q4,0.2775,BUY,0.0099,20260812_183842,deepseek-chat,,2026-02-11,2026-02-10,323.7,2026-02-11,321.76,-0.5993,FLAT,NO,1,-0.006993,2026-02-11,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,30695,BUY,,17375,HOLD,,9552,BUY,,14835,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
158,LVMH|2025|Q2,LVMH,MC.PA,2025,Q2,-0.0375,HOLD,0.005054,20260812_183842,deepseek-chat,,2025-07-24,2025-07-24,470.25,2025-07-25,464.95,-1.1271,FLAT,YES,0,0.0,2025-07-24,after_hours,returns_matrix.csv,FALSE,,TRUE,TRUE,SELL,,12389,SELL,,12292,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
159,LVMH|2025|Q4,LVMH,MC.PA,2025,Q4,0.1125,HOLD,0.006732,20260812_183842,deepseek-chat,,2026-01-27,2026-01-27,589.3,2026-01-28,556.0,-5.6508,DOWN,NO,0,0.0,2026-01-27,after_hours,returns_matrix.csv,FALSE,,TRUE,TRUE,SELL,,18299,HOLD,,14244,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
160,Marriott|2026|Q1,Marriott,MAR,2026,Q1,0.1675,HOLD,0.011384,20260812_183842,deepseek-chat,,2026-05-06,2026-05-05,354.52,2026-05-06,363.87,2.6374,UP,NO,0,0.0,2026-05-06,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,29209,HOLD,,18159,BUY,,10116,BUY,,10505,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
161,Marriott|2025|Q2,Marriott,MAR,2025,Q2,-0.12,SELL,0.010498,20260812_183842,deepseek-chat,,2025-08-05,2025-08-04,259.13,2025-08-05,259.31,0.0695,FLAT,NO,-1,-0.001695,2025-08-05,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,SELL,,30233,HOLD,,20763,SELL,,9347,HOLD,,12279,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
162,Marriott|2025|Q3,Marriott,MAR,2025,Q3,0.245,HOLD,0.009782,20260812_183842,deepseek-chat,,2025-11-04,2025-11-03,263.89,2025-11-04,264.4,0.1933,FLAT,YES,0,0.0,2025-11-04,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,HOLD,,29801,HOLD,,20574,HOLD,,9733,HOLD,,11918,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
163,Marriott|2025|Q4,Marriott,MAR,2025,Q4,0.305,BUY,0.012218,20260812_183842,deepseek-chat,,2026-02-10,2026-02-09,331.21,2026-02-10,349.91,5.646,UP,YES,1,0.05546,2026-02-10,pre_market,returns_matrix.csv,FALSE,,TRUE,TRUE,BUY,,36314,HOLD,,23193,BUY,,11516,BUY,,11976,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
164,Allianz|2025|Q1,Allianz,ALV.DE,2025,Q1,-0.025,HOLD,0.010085,20260812_183842,deepseek-chat,,2025-05-15,2025-05-15,348.2,2025-05-16,348.5,0.0862,FLAT,YES,0,0.0,2025-05-15,after_hours,returns_matrix.csv,TRUE,timing unresolved (non-US issuer),FALSE,FALSE,,,,,,,,,,,,,"w=[0.55,0.45,0,0] thr=(+0.25,-0.05), deployed default (risk-accepted, PSR=0.0/perm p=0.150 at N=161, not rechecked at N=268)"
